"rep","mes","tick_extinct"
"3593",60,42,50002
"3594",62,42,50002
"3595",63,42,50002
"3596",64,42,50002
"3597",65,42,50002
"3598",66,42,50002
"3599",68,42,50002
"3600",69,42,50002
"3601",70,42,50002
"3602",71,42,50002
"3603",72,42,50002
"3604",73,42,50002
"3605",74,42,50002
"3606",75,42,50002
"3607",76,42,50002
"3608",77,42,50002
"3609",78,42,50002
"3610",80,42,50002
"3611",81,42,50002
"3612",82,42,50002
"3613",83,42,50002
"3614",84,42,50002
"3615",88,42,50002
"3616",89,42,50002
"3617",90,42,50002
"3618",91,42,50002
"3619",93,42,50002
"3620",94,42,50002
"3621",95,42,50002
"3622",96,42,50002
"3623",97,42,50002
"3624",98,42,50002
"3625",99,42,50002
"3626",0,43,50002
"3627",1,43,50002
"3628",2,43,50002
"3629",3,43,50002
"3630",5,43,50002
"3631",6,43,50002
"3632",7,43,50002
"3633",8,43,50002
"3634",9,43,50002
"3635",10,43,50002
"3636",11,43,50002
"3637",12,43,50002
"3638",13,43,50002
"3639",14,43,50002
"3640",15,43,50002
"3641",16,43,50002
"3642",18,43,50002
"3643",19,43,50002
"3644",20,43,50002
"3645",21,43,50002
"3646",22,43,50002
"3647",23,43,50002
"3648",25,43,50002
"3649",26,43,50002
"3650",27,43,50002
"3651",28,43,50002
"3652",29,43,50002
"3653",30,43,50002
"3654",31,43,50002
"3655",32,43,50002
"3656",33,43,50002
"3657",34,43,50002
"3658",35,43,50002
"3659",36,43,50002
"3660",37,43,50002
"3661",39,43,50002
"3662",40,43,50002
"3663",42,43,50002
"3664",43,43,50002
"3665",44,43,50002
"3666",45,43,50002
"3667",46,43,50002
"3668",47,43,50002
"3669",48,43,50002
"3670",49,43,50002
"3671",50,43,50002
"3672",51,43,50002
"3673",52,43,50002
"3674",53,43,50002
"3675",54,43,50002
"3676",56,43,50002
"3677",57,43,50002
"3678",58,43,50002
"3679",59,43,50002
"3680",60,43,50002
"3681",61,43,50002
"3682",62,43,50002
"3683",63,43,50002
"3684",64,43,50002
"3685",65,43,50002
"3686",66,43,50002
"3687",68,43,50002
"3688",69,43,50002
"3689",70,43,50002
"3690",71,43,50002
"3691",72,43,50002
"3692",73,43,50002
"3693",74,43,50002
"3694",75,43,50002
"3695",76,43,50002
"3696",77,43,50002
"3697",78,43,50002
"3698",79,43,50002
"3699",80,43,50002
"3700",81,43,50002
"3701",82,43,50002
"3702",83,43,50002
"3703",84,43,50002
"3704",85,43,50002
"3705",88,43,50002
"3706",89,43,50002
"3707",90,43,50002
"3708",91,43,50002
"3709",93,43,50002
"3710",94,43,50002
"3711",95,43,50002
"3712",96,43,50002
"3713",97,43,50002
"3714",98,43,50002
"3715",99,43,50002
"3716",0,44,50002
"3717",1,44,50002
"3718",2,44,50002
"3719",3,44,50002
"3720",4,44,50002
"3721",5,44,50002
"3722",7,44,50002
"3723",8,44,50002
"3724",9,44,50002
"3725",10,44,50002
"3726",11,44,50002
"3727",12,44,50002
"3728",13,44,50002
"3729",14,44,50002
"3730",15,44,50002
"3731",16,44,50002
"3732",18,44,50002
"3733",19,44,50002
"3734",20,44,50002
"3735",21,44,50002
"3736",22,44,50002
"3737",23,44,50002
"3738",24,44,50002
"3739",25,44,50002
"3740",26,44,50002
"3741",27,44,50002
"3742",28,44,50002
"3743",29,44,50002
"3744",30,44,50002
"3745",31,44,50002
"3746",32,44,50002
"3747",33,44,50002
"3748",34,44,50002
"3749",35,44,50002
"3750",36,44,50002
"3751",37,44,50002
"3752",38,44,50002
"3753",40,44,50002
"3754",42,44,50002
"3755",43,44,50002
"3756",44,44,50002
"3757",45,44,50002
"3758",46,44,50002
"3759",47,44,50002
"3760",48,44,50002
"3761",49,44,50002
"3762",50,44,50002
"3763",52,44,50002
"3764",53,44,50002
"3765",54,44,50002
"3766",56,44,50002
"3767",57,44,50002
"3768",58,44,50002
"3769",59,44,50002
"3770",60,44,50002
"3771",62,44,50002
"3772",63,44,50002
"3773",64,44,50002
"3774",65,44,50002
"3775",66,44,50002
"3776",68,44,50002
"3777",69,44,50002
"3778",70,44,50002
"3779",71,44,50002
"3780",72,44,50002
"3781",73,44,50002
"3782",74,44,50002
"3783",75,44,50002
"3784",76,44,50002
"3785",77,44,50002
"3786",78,44,50002
"3787",80,44,50002
"3788",81,44,50002
"3789",82,44,50002
"3790",83,44,50002
"3791",84,44,50002
"3792",85,44,50002
"3793",88,44,50002
"3794",89,44,50002
"3795",90,44,50002
"3796",91,44,50002
"3797",93,44,50002
"3798",94,44,50002
"3799",95,44,50002
"3800",96,44,50002
"3801",97,44,50002
"3802",98,44,50002
"3803",99,44,50002
"3804",0,45,50002
"3805",1,45,50002
"3806",2,45,50002
"3807",3,45,50002
"3808",5,45,50002
"3809",7,45,50002
"3810",8,45,50002
"3811",9,45,50002
"3812",10,45,50002
"3813",11,45,50002
"3814",12,45,50002
"3815",13,45,50002
"3816",14,45,50002
"3817",15,45,50002
"3818",16,45,50002
"3819",18,45,50002
"3820",19,45,50002
"3821",21,45,50002
"3822",22,45,50002
"3823",23,45,50002
"3824",25,45,50002
"3825",26,45,50002
"3826",27,45,50002
"3827",28,45,50002
"3828",29,45,50002
"3829",30,45,50002
"3830",31,45,50002
"3831",32,45,50002
"3832",33,45,50002
"3833",34,45,50002
"3834",35,45,50002
"3835",36,45,50002
"3836",37,45,50002
"3837",38,45,50002
"3838",39,45,50002
"3839",40,45,50002
"3840",41,45,50002
"3841",42,45,50002
"3842",43,45,50002
"3843",44,45,50002
"3844",45,45,50002
"3845",46,45,50002
"3846",47,45,50002
"3847",49,45,50002
"3848",50,45,50002
"3849",51,45,50002
"3850",52,45,50002
"3851",53,45,50002
"3852",54,45,50002
"3853",55,45,50002
"3854",56,45,50002
"3855",58,45,50002
"3856",59,45,50002
"3857",60,45,50002
"3858",61,45,50002
"3859",62,45,50002
"3860",63,45,50002
"3861",64,45,50002
"3862",65,45,50002
"3863",66,45,50002
"3864",68,45,50002
"3865",69,45,50002
"3866",70,45,50002
"3867",71,45,50002
"3868",72,45,50002
"3869",73,45,50002
"3870",74,45,50002
"3871",75,45,50002
"3872",76,45,50002
"3873",77,45,50002
"3874",78,45,50002
"3875",79,45,50002
"3876",80,45,50002
"3877",82,45,50002
"3878",83,45,50002
"3879",84,45,50002
"3880",88,45,50002
"3881",89,45,50002
"3882",90,45,50002
"3883",91,45,50002
"3884",93,45,50002
"3885",94,45,50002
"3886",95,45,50002
"3887",96,45,50002
"3888",97,45,50002
"3889",98,45,50002
"3890",99,45,50002
"3891",0,46,50002
"3892",1,46,50002
"3893",2,46,50002
"3894",3,46,50002
"3895",4,46,50002
"3896",5,46,50002
"3897",7,46,50002
"3898",8,46,50002
"3899",9,46,50002
"3900",10,46,50002
"3901",11,46,50002
"3902",12,46,50002
"3903",13,46,50002
"3904",14,46,50002
"3905",15,46,50002
"3906",16,46,50002
"3907",18,46,50002
"3908",19,46,50002
"3909",20,46,50002
"3910",21,46,50002
"3911",22,46,50002
"3912",23,46,50002
"3913",24,46,50002
"3914",25,46,50002
"3915",26,46,50002
"3916",27,46,50002
"3917",28,46,50002
"3918",29,46,50002
"3919",30,46,50002
"3920",31,46,50002
"3921",32,46,50002
"3922",33,46,50002
"3923",34,46,50002
"3924",35,46,50002
"3925",36,46,50002
"3926",37,46,50002
"3927",40,46,50002
"3928",41,46,50002
"3929",42,46,50002
"3930",43,46,50002
"3931",44,46,50002
"3932",45,46,50002
"3933",46,46,50002
"3934",47,46,50002
"3935",48,46,50002
"3936",49,46,50002
"3937",50,46,50002
"3938",51,46,50002
"3939",52,46,50002
"3940",53,46,50002
"3941",54,46,50002
"3942",56,46,50002
"3943",57,46,50002
"3944",58,46,50002
"3945",59,46,50002
"3946",60,46,50002
"3947",61,46,50002
"3948",62,46,50002
"3949",63,46,50002
"3950",64,46,50002
"3951",65,46,50002
"3952",66,46,50002
"3953",67,46,50002
"3954",68,46,50002
"3955",69,46,50002
"3956",70,46,50002
"3957",71,46,50002
"3958",72,46,50002
"3959",73,46,50002
"3960",74,46,50002
"3961",75,46,50002
"3962",76,46,50002
"3963",77,46,50002
"3964",78,46,50002
"3965",80,46,50002
"3966",82,46,50002
"3967",83,46,50002
"3968",84,46,50002
"3969",85,46,50002
"3970",86,46,50002
"3971",88,46,50002
"3972",89,46,50002
"3973",90,46,50002
"3974",91,46,50002
"3975",93,46,50002
"3976",94,46,50002
"3977",95,46,50002
"3978",96,46,50002
"3979",97,46,50002
"3980",98,46,50002
"3981",99,46,50002
"3982",0,47,50002
"3983",1,47,50002
"3984",2,47,50002
"3985",4,47,50002
"3986",5,47,50002
"3987",7,47,50002
"3988",8,47,50002
"3989",9,47,50002
"3990",10,47,50002
"3991",11,47,50002
"3992",12,47,50002
"3993",13,47,50002
"3994",14,47,50002
"3995",15,47,50002
"3996",16,47,50002
"3997",19,47,50002
"3998",20,47,50002
"3999",21,47,50002
"4000",22,47,50002
"4001",23,47,50002
"4002",25,47,50002
"4003",26,47,50002
"4004",27,47,50002
"4005",28,47,50002
"4006",29,47,50002
"4007",30,47,50002
"4008",31,47,50002
"4009",32,47,50002
"4010",33,47,50002
"4011",34,47,50002
"4012",35,47,50002
"4013",36,47,50002
"4014",37,47,50002
"4015",38,47,50002
"4016",39,47,50002
"4017",40,47,50002
"4018",41,47,50002
"4019",42,47,50002
"4020",43,47,50002
"4021",44,47,50002
"4022",45,47,50002
"4023",46,47,50002
"4024",47,47,50002
"4025",49,47,50002
"4026",50,47,50002
"4027",52,47,50002
"4028",53,47,50002
"4029",54,47,50002
"4030",56,47,50002
"4031",57,47,50002
"4032",58,47,50002
"4033",59,47,50002
"4034",60,47,50002
"4035",61,47,50002
"4036",62,47,50002
"4037",63,47,50002
"4038",64,47,50002
"4039",65,47,50002
"4040",66,47,50002
"4041",68,47,50002
"4042",69,47,50002
"4043",70,47,50002
"4044",71,47,50002
"4045",72,47,50002
"4046",73,47,50002
"4047",74,47,50002
"4048",75,47,50002
"4049",76,47,50002
"4050",77,47,50002
"4051",78,47,50002
"4052",80,47,50002
"4053",82,47,50002
"4054",83,47,50002
"4055",84,47,50002
"4056",88,47,50002
"4057",90,47,50002
"4058",91,47,50002
"4059",93,47,50002
"4060",94,47,50002
"4061",95,47,50002
"4062",96,47,50002
"4063",97,47,50002
"4064",98,47,50002
"4065",99,47,50002
"4066",0,48,50002
"4067",1,48,50002
"4068",2,48,50002
"4069",3,48,50002
"4070",4,48,50002
"4071",5,48,50002
"4072",7,48,50002
"4073",8,48,50002
"4074",9,48,50002
"4075",10,48,50002
"4076",11,48,50002
"4077",12,48,50002
"4078",13,48,50002
"4079",14,48,50002
"4080",15,48,50002
"4081",16,48,50002
"4082",18,48,50002
"4083",19,48,50002
"4084",20,48,50002
"4085",21,48,50002
"4086",22,48,50002
"4087",23,48,50002
"4088",24,48,50002
"4089",25,48,50002
"4090",26,48,50002
"4091",27,48,50002
"4092",28,48,50002
"4093",29,48,50002
"4094",30,48,50002
"4095",31,48,50002
"4096",32,48,50002
"4097",33,48,50002
"4098",34,48,50002
"4099",35,48,50002
"4100",36,48,50002
"4101",37,48,50002
"4102",40,48,50002
"4103",42,48,50002
"4104",43,48,50002
"4105",44,48,50002
"4106",45,48,50002
"4107",46,48,50002
"4108",47,48,50002
"4109",48,48,50002
"4110",49,48,50002
"4111",50,48,50002
"4112",51,48,50002
"4113",52,48,50002
"4114",53,48,50002
"4115",54,48,50002
"4116",56,48,50002
"4117",57,48,50002
"4118",58,48,50002
"4119",59,48,50002
"4120",60,48,50002
"4121",62,48,50002
"4122",63,48,50002
"4123",64,48,50002
"4124",65,48,50002
"4125",66,48,50002
"4126",68,48,50002
"4127",69,48,50002
"4128",70,48,50002
"4129",71,48,50002
"4130",72,48,50002
"4131",73,48,50002
"4132",74,48,50002
"4133",75,48,50002
"4134",76,48,50002
"4135",77,48,50002
"4136",78,48,50002
"4137",80,48,50002
"4138",82,48,50002
"4139",83,48,50002
"4140",84,48,50002
"4141",87,48,50002
"4142",88,48,50002
"4143",89,48,50002
"4144",90,48,50002
"4145",91,48,50002
"4146",93,48,50002
"4147",94,48,50002
"4148",95,48,50002
"4149",96,48,50002
"4150",97,48,50002
"4151",98,48,50002
"4152",99,48,50002
"4153",0,49,50002
"4154",1,49,50002
"4155",2,49,50002
"4156",3,49,50002
"4157",4,49,50002
"4158",5,49,50002
"4159",7,49,50002
"4160",8,49,50002
"4161",9,49,50002
"4162",10,49,50002
"4163",11,49,50002
"4164",12,49,50002
"4165",13,49,50002
"4166",14,49,50002
"4167",15,49,50002
"4168",16,49,50002
"4169",17,49,50002
"4170",18,49,50002
"4171",19,49,50002
"4172",21,49,50002
"4173",22,49,50002
"4174",23,49,50002
"4175",25,49,50002
"4176",26,49,50002
"4177",27,49,50002
"4178",29,49,50002
"4179",30,49,50002
"4180",31,49,50002
"4181",32,49,50002
"4182",33,49,50002
"4183",34,49,50002
"4184",35,49,50002
"4185",36,49,50002
"4186",37,49,50002
"4187",38,49,50002
"4188",40,49,50002
"4189",42,49,50002
"4190",43,49,50002
"4191",44,49,50002
"4192",45,49,50002
"4193",46,49,50002
"4194",47,49,50002
"4195",48,49,50002
"4196",49,49,50002
"4197",50,49,50002
"4198",51,49,50002
"4199",52,49,50002
"4200",53,49,50002
"4201",54,49,50002
"4202",56,49,50002
"4203",57,49,50002
"4204",58,49,50002
"4205",59,49,50002
"4206",60,49,50002
"4207",61,49,50002
"4208",62,49,50002
"4209",63,49,50002
"4210",64,49,50002
"4211",65,49,50002
"4212",66,49,50002
"4213",68,49,50002
"4214",69,49,50002
"4215",70,49,50002
"4216",71,49,50002
"4217",72,49,50002
"4218",73,49,50002
"4219",74,49,50002
"4220",75,49,50002
"4221",76,49,50002
"4222",77,49,50002
"4223",78,49,50002
"4224",80,49,50002
"4225",81,49,50002
"4226",82,49,50002
"4227",83,49,50002
"4228",84,49,50002
"4229",86,49,50002
"4230",88,49,50002
"4231",89,49,50002
"4232",90,49,50002
"4233",91,49,50002
"4234",93,49,50002
"4235",94,49,50002
"4236",95,49,50002
"4237",96,49,50002
"4238",97,49,50002
"4239",98,49,50002
"4240",99,49,50002
"4241",0,50,50002
"4242",1,50,50002
"4243",2,50,50002
"4244",3,50,50002
"4245",5,50,50002
"4246",7,50,50002
"4247",8,50,50002
"4248",9,50,50002
"4249",10,50,50002
"4250",11,50,50002
"4251",12,50,50002
"4252",13,50,50002
"4253",14,50,50002
"4254",15,50,50002
"4255",16,50,50002
"4256",19,50,50002
"4257",20,50,50002
"4258",21,50,50002
"4259",22,50,50002
"4260",23,50,50002
"4261",24,50,50002
"4262",25,50,50002
"4263",26,50,50002
"4264",28,50,50002
"4265",29,50,50002
"4266",30,50,50002
"4267",31,50,50002
"4268",32,50,50002
"4269",33,50,50002
"4270",34,50,50002
"4271",35,50,50002
"4272",36,50,50002
"4273",37,50,50002
"4274",40,50,50002
"4275",42,50,50002
"4276",43,50,50002
"4277",44,50,50002
"4278",45,50,50002
"4279",46,50,50002
"4280",47,50,50002
"4281",49,50,50002
"4282",50,50,50002
"4283",51,50,50002
"4284",52,50,50002
"4285",53,50,50002
"4286",54,50,50002
"4287",56,50,50002
"4288",57,50,50002
"4289",58,50,50002
"4290",59,50,50002
"4291",60,50,50002
"4292",61,50,50002
"4293",62,50,50002
"4294",63,50,50002
"4295",64,50,50002
"4296",65,50,50002
"4297",66,50,50002
"4298",68,50,50002
"4299",69,50,50002
"4300",70,50,50002
"4301",71,50,50002
"4302",72,50,50002
"4303",73,50,50002
"4304",74,50,50002
"4305",75,50,50002
"4306",76,50,50002
"4307",77,50,50002
"4308",78,50,50002
"4309",80,50,50002
"4310",81,50,50002
"4311",82,50,50002
"4312",83,50,50002
"4313",84,50,50002
"4314",88,50,50002
"4315",89,50,50002
"4316",90,50,50002
"4317",91,50,50002
"4318",93,50,50002
"4319",94,50,50002
"4320",95,50,50002
"4321",96,50,50002
"4322",97,50,50002
"4323",98,50,50002
"4324",99,50,50002
"4325",0,51,50002
"4326",1,51,50002
"4327",2,51,50002
"4328",3,51,50002
"4329",5,51,50002
"4330",6,51,50002
"4331",7,51,50002
"4332",8,51,50002
"4333",9,51,50002
"4334",10,51,50002
"4335",11,51,50002
"4336",12,51,50002
"4337",13,51,50002
"4338",14,51,50002
"4339",15,51,50002
"4340",16,51,50002
"4341",19,51,50002
"4342",20,51,50002
"4343",21,51,50002
"4344",22,51,50002
"4345",23,51,50002
"4346",24,51,50002
"4347",25,51,50002
"4348",26,51,50002
"4349",27,51,50002
"4350",28,51,50002
"4351",29,51,50002
"4352",30,51,50002
"4353",31,51,50002
"4354",32,51,50002
"4355",33,51,50002
"4356",34,51,50002
"4357",35,51,50002
"4358",36,51,50002
"4359",37,51,50002
"4360",38,51,50002
"4361",39,51,50002
"4362",40,51,50002
"4363",41,51,50002
"4364",42,51,50002
"4365",43,51,50002
"4366",44,51,50002
"4367",45,51,50002
"4368",46,51,50002
"4369",47,51,50002
"4370",48,51,50002
"4371",49,51,50002
"4372",50,51,50002
"4373",52,51,50002
"4374",53,51,50002
"4375",54,51,50002
"4376",56,51,50002
"4377",57,51,50002
"4378",58,51,50002
"4379",59,51,50002
"4380",60,51,50002
"4381",62,51,50002
"4382",63,51,50002
"4383",64,51,50002
"4384",65,51,50002
"4385",66,51,50002
"4386",68,51,50002
"4387",69,51,50002
"4388",70,51,50002
"4389",71,51,50002
"4390",72,51,50002
"4391",73,51,50002
"4392",74,51,50002
"4393",75,51,50002
"4394",76,51,50002
"4395",77,51,50002
"4396",78,51,50002
"4397",80,51,50002
"4398",81,51,50002
"4399",82,51,50002
"4400",83,51,50002
"4401",84,51,50002
"4402",87,51,50002
"4403",88,51,50002
"4404",89,51,50002
"4405",90,51,50002
"4406",91,51,50002
"4407",92,51,50002
"4408",93,51,50002
"4409",94,51,50002
"4410",95,51,50002
"4411",96,51,50002
"4412",97,51,50002
"4413",98,51,50002
"4414",99,51,50002
"4415",0,52,50002
"4416",1,52,50002
"4417",2,52,50002
"4418",3,52,50002
"4419",5,52,50002
"4420",6,52,50002
"4421",7,52,50002
"4422",8,52,50002
"4423",9,52,50002
"4424",10,52,50002
"4425",11,52,50002
"4426",12,52,50002
"4427",13,52,50002
"4428",14,52,50002
"4429",15,52,50002
"4430",16,52,50002
"4431",19,52,50002
"4432",21,52,50002
"4433",22,52,50002
"4434",23,52,50002
"4435",25,52,50002
"4436",26,52,50002
"4437",27,52,50002
"4438",29,52,50002
"4439",30,52,50002
"4440",31,52,50002
"4441",32,52,50002
"4442",33,52,50002
"4443",34,52,50002
"4444",35,52,50002
"4445",36,52,50002
"4446",37,52,50002
"4447",38,52,50002
"4448",39,52,50002
"4449",40,52,50002
"4450",41,52,50002
"4451",42,52,50002
"4452",43,52,50002
"4453",44,52,50002
"4454",45,52,50002
"4455",46,52,50002
"4456",47,52,50002
"4457",48,52,50002
"4458",49,52,50002
"4459",50,52,50002
"4460",51,52,50002
"4461",52,52,50002
"4462",53,52,50002
"4463",56,52,50002
"4464",57,52,50002
"4465",58,52,50002
"4466",59,52,50002
"4467",60,52,50002
"4468",61,52,50002
"4469",62,52,50002
"4470",63,52,50002
"4471",64,52,50002
"4472",65,52,50002
"4473",66,52,50002
"4474",68,52,50002
"4475",69,52,50002
"4476",70,52,50002
"4477",71,52,50002
"4478",72,52,50002
"4479",73,52,50002
"4480",74,52,50002
"4481",75,52,50002
"4482",76,52,50002
"4483",77,52,50002
"4484",78,52,50002
"4485",80,52,50002
"4486",82,52,50002
"4487",83,52,50002
"4488",84,52,50002
"4489",85,52,50002
"4490",87,52,50002
"4491",88,52,50002
"4492",89,52,50002
"4493",91,52,50002
"4494",93,52,50002
"4495",94,52,50002
"4496",95,52,50002
"4497",96,52,50002
"4498",97,52,50002
"4499",98,52,50002
"4500",99,52,50002
"4501",0,53,50002
"4502",1,53,50002
"4503",2,53,50002
"4504",3,53,50002
"4505",5,53,50002
"4506",7,53,50002
"4507",8,53,50002
"4508",9,53,50002
"4509",10,53,50002
"4510",11,53,50002
"4511",12,53,50002
"4512",13,53,50002
"4513",14,53,50002
"4514",15,53,50002
"4515",16,53,50002
"4516",19,53,50002
"4517",20,53,50002
"4518",21,53,50002
"4519",22,53,50002
"4520",23,53,50002
"4521",25,53,50002
"4522",26,53,50002
"4523",27,53,50002
"4524",28,53,50002
"4525",29,53,50002
"4526",30,53,50002
"4527",31,53,50002
"4528",32,53,50002
"4529",33,53,50002
"4530",34,53,50002
"4531",35,53,50002
"4532",36,53,50002
"4533",37,53,50002
"4534",39,53,50002
"4535",40,53,50002
"4536",41,53,50002
"4537",42,53,50002
"4538",43,53,50002
"4539",44,53,50002
"4540",45,53,50002
"4541",46,53,50002
"4542",47,53,50002
"4543",48,53,50002
"4544",49,53,50002
"4545",50,53,50002
"4546",52,53,50002
"4547",53,53,50002
"4548",54,53,50002
"4549",56,53,50002
"4550",57,53,50002
"4551",58,53,50002
"4552",59,53,50002
"4553",60,53,50002
"4554",61,53,50002
"4555",62,53,50002
"4556",63,53,50002
"4557",64,53,50002
"4558",65,53,50002
"4559",66,53,50002
"4560",68,53,50002
"4561",69,53,50002
"4562",70,53,50002
"4563",71,53,50002
"4564",72,53,50002
"4565",73,53,50002
"4566",74,53,50002
"4567",75,53,50002
"4568",76,53,50002
"4569",77,53,50002
"4570",78,53,50002
"4571",80,53,50002
"4572",81,53,50002
"4573",82,53,50002
"4574",83,53,50002
"4575",84,53,50002
"4576",86,53,50002
"4577",88,53,50002
"4578",89,53,50002
"4579",90,53,50002
"4580",91,53,50002
"4581",93,53,50002
"4582",94,53,50002
"4583",95,53,50002
"4584",96,53,50002
"4585",97,53,50002
"4586",98,53,50002
"4587",99,53,50002
"4588",0,54,50002
"4589",1,54,50002
"4590",2,54,50002
"4591",3,54,50002
"4592",5,54,50002
"4593",7,54,50002
"4594",8,54,50002
"4595",9,54,50002
"4596",10,54,50002
"4597",11,54,50002
"4598",12,54,50002
"4599",13,54,50002
"4600",14,54,50002
"4601",15,54,50002
"4602",16,54,50002
"4603",18,54,50002
"4604",19,54,50002
"4605",20,54,50002
"4606",21,54,50002
"4607",22,54,50002
"4608",23,54,50002
"4609",24,54,50002
"4610",25,54,50002
"4611",26,54,50002
"4612",27,54,50002
"4613",28,54,50002
"4614",29,54,50002
"4615",30,54,50002
"4616",31,54,50002
"4617",32,54,50002
"4618",33,54,50002
"4619",34,54,50002
"4620",35,54,50002
"4621",36,54,50002
"4622",37,54,50002
"4623",38,54,50002
"4624",39,54,50002
"4625",40,54,50002
"4626",42,54,50002
"4627",43,54,50002
"4628",44,54,50002
"4629",45,54,50002
"4630",46,54,50002
"4631",47,54,50002
"4632",49,54,50002
"4633",50,54,50002
"4634",51,54,50002
"4635",52,54,50002
"4636",53,54,50002
"4637",54,54,50002
"4638",56,54,50002
"4639",57,54,50002
"4640",58,54,50002
"4641",59,54,50002
"4642",60,54,50002
"4643",61,54,50002
"4644",62,54,50002
"4645",63,54,50002
"4646",64,54,50002
"4647",65,54,50002
"4648",66,54,50002
"4649",68,54,50002
"4650",69,54,50002
"4651",70,54,50002
"4652",71,54,50002
"4653",72,54,50002
"4654",73,54,50002
"4655",74,54,50002
"4656",75,54,50002
"4657",76,54,50002
"4658",77,54,50002
"4659",78,54,50002
"4660",80,54,50002
"4661",82,54,50002
"4662",83,54,50002
"4663",84,54,50002
"4664",85,54,50002
"4665",87,54,50002
"4666",88,54,50002
"4667",89,54,50002
"4668",90,54,50002
"4669",91,54,50002
"4670",93,54,50002
"4671",94,54,50002
"4672",95,54,50002
"4673",96,54,50002
"4674",97,54,50002
"4675",98,54,50002
"4676",99,54,50002
"4677",0,55,50002
"4678",1,55,50002
"4679",2,55,50002
"4680",3,55,50002
"4681",5,55,50002
"4682",6,55,50002
"4683",7,55,50002
"4684",8,55,50002
"4685",9,55,50002
"4686",10,55,50002
"4687",11,55,50002
"4688",12,55,50002
"4689",13,55,50002
"4690",14,55,50002
"4691",15,55,50002
"4692",16,55,50002
"4693",18,55,50002
"4694",19,55,50002
"4695",21,55,50002
"4696",22,55,50002
"4697",23,55,50002
"4698",25,55,50002
"4699",26,55,50002
"4700",27,55,50002
"4701",28,55,50002
"4702",29,55,50002
"4703",30,55,50002
"4704",31,55,50002
"4705",32,55,50002
"4706",33,55,50002
"4707",34,55,50002
"4708",35,55,50002
"4709",36,55,50002
"4710",37,55,50002
"4711",38,55,50002
"4712",39,55,50002
"4713",40,55,50002
"4714",41,55,50002
"4715",42,55,50002
"4716",43,55,50002
"4717",44,55,50002
"4718",45,55,50002
"4719",46,55,50002
"4720",47,55,50002
"4721",49,55,50002
"4722",50,55,50002
"4723",51,55,50002
"4724",52,55,50002
"4725",53,55,50002
"4726",54,55,50002
"4727",56,55,50002
"4728",58,55,50002
"4729",59,55,50002
"4730",60,55,50002
"4731",61,55,50002
"4732",62,55,50002
"4733",63,55,50002
"4734",64,55,50002
"4735",65,55,50002
"4736",66,55,50002
"4737",68,55,50002
"4738",69,55,50002
"4739",70,55,50002
"4740",71,55,50002
"4741",72,55,50002
"4742",73,55,50002
"4743",74,55,50002
"4744",75,55,50002
"4745",76,55,50002
"4746",77,55,50002
"4747",78,55,50002
"4748",80,55,50002
"4749",82,55,50002
"4750",83,55,50002
"4751",84,55,50002
"4752",86,55,50002
"4753",88,55,50002
"4754",89,55,50002
"4755",90,55,50002
"4756",91,55,50002
"4757",92,55,50002
"4758",93,55,50002
"4759",94,55,50002
"4760",95,55,50002
"4761",96,55,50002
"4762",97,55,50002
"4763",98,55,50002
"4764",99,55,50002
"4765",0,56,50002
"4766",1,56,50002
"4767",2,56,50002
"4768",3,56,50002
"4769",5,56,50002
"4770",7,56,50002
"4771",8,56,50002
"4772",9,56,50002
"4773",10,56,50002
"4774",11,56,50002
"4775",12,56,50002
"4776",13,56,50002
"4777",14,56,50002
"4778",15,56,50002
"4779",16,56,50002
"4780",18,56,50002
"4781",19,56,50002
"4782",21,56,50002
"4783",22,56,50002
"4784",23,56,50002
"4785",24,56,50002
"4786",25,56,50002
"4787",26,56,50002
"4788",27,56,50002
"4789",28,56,50002
"4790",29,56,50002
"4791",30,56,50002
"4792",31,56,50002
"4793",32,56,50002
"4794",33,56,50002
"4795",34,56,50002
"4796",35,56,50002
"4797",36,56,50002
"4798",37,56,50002
"4799",39,56,50002
"4800",40,56,50002
"4801",42,56,50002
"4802",43,56,50002
"4803",44,56,50002
"4804",45,56,50002
"4805",46,56,50002
"4806",47,56,50002
"4807",48,56,50002
"4808",49,56,50002
"4809",50,56,50002
"4810",51,56,50002
"4811",52,56,50002
"4812",53,56,50002
"4813",54,56,50002
"4814",56,56,50002
"4815",58,56,50002
"4816",59,56,50002
"4817",60,56,50002
"4818",61,56,50002
"4819",62,56,50002
"4820",63,56,50002
"4821",64,56,50002
"4822",65,56,50002
"4823",66,56,50002
"4824",68,56,50002
"4825",69,56,50002
"4826",70,56,50002
"4827",71,56,50002
"4828",72,56,50002
"4829",73,56,50002
"4830",74,56,50002
"4831",75,56,50002
"4832",76,56,50002
"4833",77,56,50002
"4834",78,56,50002
"4835",79,56,50002
"4836",80,56,50002
"4837",82,56,50002
"4838",83,56,50002
"4839",84,56,50002
"4840",87,56,50002
"4841",88,56,50002
"4842",89,56,50002
"4843",90,56,50002
"4844",91,56,50002
"4845",93,56,50002
"4846",94,56,50002
"4847",95,56,50002
"4848",96,56,50002
"4849",97,56,50002
"4850",98,56,50002
"4851",99,56,50002
"4852",0,57,50002
"4853",1,57,50002
"4854",2,57,50002
"4855",3,57,50002
"4856",5,57,50002
"4857",7,57,50002
"4858",8,57,50002
"4859",9,57,50002
"4860",10,57,50002
"4861",11,57,50002
"4862",12,57,50002
"4863",13,57,50002
