"rep","mes","tick_extinct"
"28620755",81,88,31802
"28630460",85,88,2702
"28630610",86,88,14002
"28630664",87,88,4402
"28641439",92,88,1002
"28679446",4,89,13702
"28684527",6,89,7002
"28728283",17,89,2702
"28834529",48,89,25802
"28841809",51,89,22602
"28856123",57,89,39502
"28871231",61,89,9502
"28950741",81,89,6002
"28964349",86,89,5102
"28979890",92,89,1602
"29008721",4,90,12602
"29013855",6,90,12302
"29034959",12,90,48702
"29053375",17,90,2802
"29057120",20,90,1002
"29066904",24,90,6002
"29162983",51,90,15402
"29182324",57,90,22502
"29223176",67,90,2302
"29264440",79,90,6102
"29269544",81,90,9302
"29276337",85,90,1102
"29290740",92,90,602
"29329135",4,91,14802
"29334282",6,91,13602
"29371951",17,91,2702
"29382178",20,91,21502
"29443791",38,91,7302
"29444038",39,91,23702
"29449528",41,91,47902
"29485867",55,91,4802
"29508689",61,91,15902
"29530135",67,91,402
"29580193",81,91,5402
"29594785",85,91,6502
"29595139",86,91,34402
"29616571",92,91,1202
"29665145",4,92,5702
"29670201",6,92,4502
"29715750",18,92,11302
"29719825",20,92,6602
"29733409",24,92,5002
"29745774",28,92,7902
"29790665",41,92,16902
"29826863",51,92,3802
"29839323",55,92,1902
"29886255",67,92,4202
"29914859",77,92,15602
"29921614",81,92,15502
"29935640",86,92,14702
"29935693",87,92,4302
"29946854",92,92,5102
"29984241",4,93,7302
"29988825",6,93,6202
"30026591",17,93,5502
"30036692",20,93,8902
"30062046",27,93,19302
"30062103",28,93,4702
"30100573",38,93,4002
"30100653",39,93,7002
"30150045",55,93,7202
"30150990",57,93,5902
"30235437",79,93,1002
"30240492",81,93,4402
"30246081",85,93,3102
"30246240",86,93,14902
"30261455",92,93,1702
"30305570",4,94,4902
"30342954",17,94,4302
"30343065",18,94,10102
"30348127",20,94,5102
"30358949",24,94,6202
"30404114",38,94,15702
"30438203",48,94,9802
"30446691",51,94,8102
"30451421",55,94,4702
"30530457",79,94,802
"30535546",81,94,7802
"30543296",85,94,3502
"30543463",86,94,15702
"30543626",87,94,15302
"30553960",90,94,32202
"30554278",92,94,502
"30604368",4,95,17202
"30609624",6,95,24502
"30645978",17,95,6202
"30646049",18,95,6102
"30664756",24,95,7902
"30708251",38,95,3202
"30757220",51,95,6002
"30766194",55,95,6002
"30808958",67,95,1202
"30849174",79,95,702
"30863805",86,95,19002
"30863898",87,95,8302
"30873144",90,95,10802
"30878170",92,95,1502
"30913985",4,96,8302
"30919122",6,96,12602
"30965673",20,96,802
"30980361",24,96,17402
"31024067",38,96,2802
"31063532",48,96,7102
"31069043",51,96,8002
"31076216",55,96,6502
"31120575",67,96,802
"31164196",79,96,12202
"31169437",81,96,23002
"31182288",85,96,2302
"31182373",86,96,7502
"31182511",87,96,12802
"31196102",92,96,802
"31213433",98,96,14902
"31234129",4,97,13202
"31239254",6,97,11402
"31280533",17,97,1002
"31280606",18,97,6302
"31355768",38,97,11502
"31365899",41,97,11902
"31400957",51,97,12802
"31408082",55,97,2902
"31413361",57,97,26802
"31453046",67,97,1202
"31501690",79,97,2602
"31506881",81,97,18002
"31523677",86,97,15502
"31541517",92,97,2102
"31578967",4,98,1002
"31584044",6,98,6602
"31605190",12,98,25902
"31616322",17,98,1302
"31690377",39,98,13302
"31695579",41,98,19002
"31734163",55,98,3202
"31787396",67,98,2202
"31824953",79,98,7202
"31844819",85,98,7902
"31844952",86,98,12302
"31845064",87,98,10202
"31851825",90,98,23202
"31853028",92,98,4902
"31896027",4,99,1702
"31941845",17,99,3502
"31975253",28,99,12302
"32061215",51,99,4402
"32069798",55,99,5902
"32115418",67,99,5502
"32147083",77,99,25702
"32152150",79,99,5602
"32166782",85,99,4002
"32166867",86,99,7502
"32180367",90,99,31502
"32180755",92,99,1202
"32222146",4,100,5302
"32270007",17,100,2802
"32287411",24,100,5002
"32302503",28,100,7902
"32405336",57,100,1502
"32438988",67,100,5102
"32476548",79,100,2802
"32481676",81,100,11702
"32494757",85,100,7502
"32499147",87,100,23602
"32517550",92,100,2502
"1",0,1,50002
"2",1,1,50002
"3",2,1,50002
"4",3,1,50002
"5",5,1,50002
"6",7,1,50002
"7",8,1,50002
"8",9,1,50002
"9",10,1,50002
"10",11,1,50002
"11",12,1,50002
"12",13,1,50002
"13",14,1,50002
"14",15,1,50002
"15",16,1,50002
"16",19,1,50002
"17",21,1,50002
"18",22,1,50002
"19",23,1,50002
"20",25,1,50002
"21",26,1,50002
"22",27,1,50002
"23",28,1,50002
"24",29,1,50002
"25",30,1,50002
"26",31,1,50002
"27",32,1,50002
"28",33,1,50002
"29",34,1,50002
"30",35,1,50002
"31",36,1,50002
"32",37,1,50002
"33",38,1,50002
"34",40,1,50002
"35",41,1,50002
"36",42,1,50002
"37",43,1,50002
"38",44,1,50002
"39",45,1,50002
"40",46,1,50002
"41",47,1,50002
"42",48,1,50002
"43",49,1,50002
"44",50,1,50002
"45",52,1,50002
"46",53,1,50002
"47",54,1,50002
"48",56,1,50002
"49",58,1,50002
"50",59,1,50002
"51",60,1,50002
"52",61,1,50002
"53",62,1,50002
"54",63,1,50002
"55",64,1,50002
"56",65,1,50002
"57",66,1,50002
"58",68,1,50002
"59",69,1,50002
"60",70,1,50002
"61",71,1,50002
"62",72,1,50002
"63",73,1,50002
"64",74,1,50002
"65",75,1,50002
"66",76,1,50002
"67",77,1,50002
"68",78,1,50002
"69",80,1,50002
"70",82,1,50002
"71",83,1,50002
"72",84,1,50002
"73",86,1,50002
"74",87,1,50002
"75",88,1,50002
"76",89,1,50002
"77",90,1,50002
"78",91,1,50002
"79",93,1,50002
"80",94,1,50002
"81",95,1,50002
"82",96,1,50002
"83",97,1,50002
"84",98,1,50002
"85",99,1,50002
"86",0,2,50002
"87",1,2,50002
"88",2,2,50002
"89",3,2,50002
"90",5,2,50002
"91",7,2,50002
"92",8,2,50002
"93",9,2,50002
"94",10,2,50002
"95",11,2,50002
"96",12,2,50002
"97",13,2,50002
"98",14,2,50002
"99",15,2,50002
"100",16,2,50002
"101",18,2,50002
"102",19,2,50002
"103",21,2,50002
"104",22,2,50002
"105",23,2,50002
"106",24,2,50002
"107",25,2,50002
"108",26,2,50002
"109",27,2,50002
"110",28,2,50002
"111",29,2,50002
"112",30,2,50002
"113",31,2,50002
"114",32,2,50002
"115",33,2,50002
"116",34,2,50002
"117",35,2,50002
"118",36,2,50002
"119",37,2,50002
"120",38,2,50002
"121",40,2,50002
"122",42,2,50002
"123",43,2,50002
"124",44,2,50002
"125",45,2,50002
"126",46,2,50002
"127",47,2,50002
"128",48,2,50002
"129",49,2,50002
"130",50,2,50002
"131",52,2,50002
"132",53,2,50002
"133",54,2,50002
"134",56,2,50002
"135",57,2,50002
"136",58,2,50002
"137",59,2,50002
"138",60,2,50002
"139",61,2,50002
"140",62,2,50002
"141",63,2,50002
"142",64,2,50002
"143",65,2,50002
"144",66,2,50002
"145",68,2,50002
"146",69,2,50002
"147",70,2,50002
"148",71,2,50002
"149",72,2,50002
"150",73,2,50002
"151",74,2,50002
"152",75,2,50002
"153",76,2,50002
"154",78,2,50002
"155",80,2,50002
"156",82,2,50002
"157",83,2,50002
"158",84,2,50002
"159",88,2,50002
"160",89,2,50002
"161",90,2,50002
"162",91,2,50002
"163",93,2,50002
"164",94,2,50002
"165",95,2,50002
"166",96,2,50002
"167",97,2,50002
"168",98,2,50002
"169",99,2,50002
"170",0,3,50002
"171",1,3,50002
"172",2,3,50002
"173",3,3,50002
"174",5,3,50002
"175",6,3,50002
"176",7,3,50002
"177",8,3,50002
"178",9,3,50002
"179",10,3,50002
"180",11,3,50002
"181",12,3,50002
"182",13,3,50002
"183",14,3,50002
"184",15,3,50002
"185",16,3,50002
"186",19,3,50002
"187",20,3,50002
"188",21,3,50002
"189",22,3,50002
"190",23,3,50002
"191",24,3,50002
"192",25,3,50002
"193",26,3,50002
"194",27,3,50002
"195",28,3,50002
"196",29,3,50002
"197",30,3,50002
"198",31,3,50002
"199",32,3,50002
"200",33,3,50002
"201",34,3,50002
"202",35,3,50002
"203",36,3,50002
"204",37,3,50002
"205",39,3,50002
"206",40,3,50002
"207",41,3,50002
"208",42,3,50002
"209",43,3,50002
"210",44,3,50002
"211",45,3,50002
"212",46,3,50002
"213",47,3,50002
"214",48,3,50002
"215",49,3,50002
"216",50,3,50002
"217",51,3,50002
"218",52,3,50002
"219",53,3,50002
"220",54,3,50002
"221",56,3,50002
"222",57,3,50002
"223",58,3,50002
"224",59,3,50002
"225",60,3,50002
"226",61,3,50002
"227",62,3,50002
"228",63,3,50002
"229",64,3,50002
"230",65,3,50002
"231",66,3,50002
"232",68,3,50002
"233",69,3,50002
"234",70,3,50002
"235",71,3,50002
"236",72,3,50002
"237",73,3,50002
"238",74,3,50002
"239",75,3,50002
"240",76,3,50002
"241",77,3,50002
"242",78,3,50002
"243",80,3,50002
"244",82,3,50002
"245",83,3,50002
"246",84,3,50002
"247",87,3,50002
"248",88,3,50002
"249",89,3,50002
"250",90,3,50002
"251",91,3,50002
"252",93,3,50002
"253",94,3,50002
"254",95,3,50002
"255",96,3,50002
"256",97,3,50002
"257",98,3,50002
"258",99,3,50002
"259",0,4,50002
"260",1,4,50002
"261",2,4,50002
"262",3,4,50002
"263",5,4,50002
"264",7,4,50002
"265",8,4,50002
"266",9,4,50002
"267",10,4,50002
"268",11,4,50002
"269",12,4,50002
"270",13,4,50002
"271",14,4,50002
"272",15,4,50002
"273",16,4,50002
"274",18,4,50002
"275",19,4,50002
"276",21,4,50002
"277",22,4,50002
"278",23,4,50002
"279",25,4,50002
"280",26,4,50002
"281",27,4,50002
"282",28,4,50002
"283",29,4,50002
"284",30,4,50002
"285",31,4,50002
"286",32,4,50002
"287",33,4,50002
"288",34,4,50002
"289",35,4,50002
"290",36,4,50002
"291",37,4,50002
"292",40,4,50002
"293",42,4,50002
"294",43,4,50002
"295",44,4,50002
"296",45,4,50002
"297",46,4,50002
"298",47,4,50002
"299",48,4,50002
"300",49,4,50002
"301",50,4,50002
"302",51,4,50002
"303",52,4,50002
"304",53,4,50002
"305",54,4,50002
"306",56,4,50002
"307",58,4,50002
"308",59,4,50002
"309",60,4,50002
"310",61,4,50002
"311",62,4,50002
"312",63,4,50002
"313",64,4,50002
"314",65,4,50002
"315",66,4,50002
"316",68,4,50002
"317",69,4,50002
"318",70,4,50002
"319",71,4,50002
"320",72,4,50002
"321",73,4,50002
"322",74,4,50002
"323",75,4,50002
"324",76,4,50002
"325",77,4,50002
"326",78,4,50002
"327",80,4,50002
"328",82,4,50002
"329",83,4,50002
"330",84,4,50002
"331",86,4,50002
"332",88,4,50002
"333",89,4,50002
"334",90,4,50002
"335",91,4,50002
"336",93,4,50002
"337",94,4,50002
"338",95,4,50002
"339",96,4,50002
"340",97,4,50002
"341",98,4,50002
"342",99,4,50002
"343",0,5,50002
"344",1,5,50002
"345",2,5,50002
"346",3,5,50002
"347",5,5,50002
"348",7,5,50002
"349",8,5,50002
"350",9,5,50002
"351",10,5,50002
"352",11,5,50002
"353",12,5,50002
"354",13,5,50002
"355",14,5,50002
"356",15,5,50002
"357",16,5,50002
"358",19,5,50002
"359",21,5,50002
"360",22,5,50002
"361",23,5,50002
"362",24,5,50002
"363",25,5,50002
"364",26,5,50002
"365",27,5,50002
"366",28,5,50002
"367",29,5,50002
"368",30,5,50002
"369",31,5,50002
"370",32,5,50002
"371",33,5,50002
"372",34,5,50002
"373",35,5,50002
"374",36,5,50002
"375",37,5,50002
"376",38,5,50002
"377",39,5,50002
"378",40,5,50002
"379",41,5,50002
"380",42,5,50002
"381",43,5,50002
"382",44,5,50002
"383",45,5,50002
"384",46,5,50002
"385",47,5,50002
"386",48,5,50002
"387",49,5,50002
"388",50,5,50002
"389",52,5,50002
"390",53,5,50002
"391",54,5,50002
"392",55,5,50002
"393",56,5,50002
"394",57,5,50002
"395",58,5,50002
"396",59,5,50002
"397",60,5,50002
"398",61,5,50002
"399",62,5,50002
"400",63,5,50002
"401",64,5,50002
"402",65,5,50002
"403",66,5,50002
"404",68,5,50002
"405",69,5,50002
"406",70,5,50002
"407",71,5,50002
"408",72,5,50002
"409",73,5,50002
"410",74,5,50002
"411",75,5,50002
"412",76,5,50002
"413",77,5,50002
"414",78,5,50002
"415",80,5,50002
"416",81,5,50002
"417",82,5,50002
"418",83,5,50002
"419",84,5,50002
"420",87,5,50002
"421",88,5,50002
"422",89,5,50002
"423",90,5,50002
"424",91,5,50002
"425",93,5,50002
"426",94,5,50002
"427",95,5,50002
"428",96,5,50002
"429",97,5,50002
"430",98,5,50002
"431",99,5,50002
"432",0,6,50002
"433",1,6,50002
"434",2,6,50002
"435",3,6,50002
"436",5,6,50002
"437",6,6,50002
"438",7,6,50002
"439",8,6,50002
"440",9,6,50002
"441",10,6,50002
"442",11,6,50002
"443",12,6,50002
"444",13,6,50002
"445",14,6,50002
"446",15,6,50002
"447",16,6,50002
"448",19,6,50002
"449",20,6,50002
"450",21,6,50002
"451",22,6,50002
"452",23,6,50002
"453",25,6,50002
"454",26,6,50002
"455",27,6,50002
"456",28,6,50002
"457",29,6,50002
"458",30,6,50002
"459",31,6,50002
"460",32,6,50002
"461",33,6,50002
"462",34,6,50002
"463",35,6,50002
"464",36,6,50002
"465",37,6,50002
"466",38,6,50002
"467",39,6,50002
"468",40,6,50002
"469",41,6,50002
"470",42,6,50002
"471",43,6,50002
"472",44,6,50002
"473",45,6,50002
"474",46,6,50002
"475",47,6,50002
"476",48,6,50002
"477",49,6,50002
"478",50,6,50002
"479",52,6,50002
"480",53,6,50002
"481",54,6,50002
"482",56,6,50002
"483",57,6,50002
"484",58,6,50002
"485",59,6,50002
"486",60,6,50002
"487",61,6,50002
"488",62,6,50002
"489",63,6,50002
"490",64,6,50002
"491",65,6,50002
"492",66,6,50002
"493",68,6,50002
"494",69,6,50002
"495",70,6,50002
"496",71,6,50002
"497",72,6,50002
"498",73,6,50002
"499",74,6,50002
"500",75,6,50002
"501",76,6,50002
"502",77,6,50002
"503",78,6,50002
"504",80,6,50002
"505",82,6,50002
"506",83,6,50002
"507",84,6,50002
"508",86,6,50002
"509",88,6,50002
"510",89,6,50002
"511",90,6,50002
"512",91,6,50002
"513",93,6,50002
"514",94,6,50002
"515",95,6,50002
"516",96,6,50002
"517",97,6,50002
"518",98,6,50002
"519",99,6,50002
"520",0,7,50002
"521",1,7,50002
"522",2,7,50002
"523",3,7,50002
"524",4,7,50002
"525",5,7,50002
"526",7,7,50002
"527",8,7,50002
"528",9,7,50002
"529",10,7,50002
"530",11,7,50002
"531",12,7,50002
"532",13,7,50002
"533",14,7,50002
"534",15,7,50002
"535",16,7,50002
"536",18,7,50002
"537",19,7,50002
"538",20,7,50002
"539",21,7,50002
"540",22,7,50002
"541",23,7,50002
"542",25,7,50002
"543",26,7,50002
"544",27,7,50002
"545",28,7,50002
"546",29,7,50002
"547",30,7,50002
"548",31,7,50002
"549",32,7,50002
"550",33,7,50002
"551",34,7,50002
"552",35,7,50002
"553",36,7,50002
"554",37,7,50002
"555",38,7,50002
"556",39,7,50002
"557",40,7,50002
"558",42,7,50002
"559",43,7,50002
"560",44,7,50002
"561",45,7,50002
"562",46,7,50002
"563",47,7,50002
"564",49,7,50002
"565",50,7,50002
"566",51,7,50002
"567",52,7,50002
"568",53,7,50002
"569",54,7,50002
"570",56,7,50002
"571",58,7,50002
"572",59,7,50002
"573",60,7,50002
"574",61,7,50002
"575",62,7,50002
"576",63,7,50002
"577",64,7,50002
"578",65,7,50002
"579",66,7,50002
"580",68,7,50002
"581",69,7,50002
"582",70,7,50002
"583",71,7,50002
"584",72,7,50002
"585",73,7,50002
"586",74,7,50002
"587",75,7,50002
"588",76,7,50002
"589",77,7,50002
"590",78,7,50002
"591",80,7,50002
"592",81,7,50002
"593",82,7,50002
"594",83,7,50002
"595",84,7,50002
"596",88,7,50002
"597",89,7,50002
"598",90,7,50002
"599",91,7,50002
"600",92,7,50002
"601",93,7,50002
"602",94,7,50002
"603",95,7,50002
"604",96,7,50002
"605",97,7,50002
"606",98,7,50002
"607",99,7,50002
"608",0,8,50002
"609",1,8,50002
"610",2,8,50002
"611",3,8,50002
"612",4,8,50002
"613",5,8,50002
"614",7,8,50002
"615",8,8,50002
"616",9,8,50002
"617",10,8,50002
"618",11,8,50002
"619",13,8,50002
"620",14,8,50002
"621",15,8,50002
"622",16,8,50002
"623",18,8,50002
"624",19,8,50002
"625",21,8,50002
"626",22,8,50002
"627",23,8,50002
"628",24,8,50002
"629",25,8,50002
"630",26,8,50002
"631",28,8,50002
"632",29,8,50002
"633",30,8,50002
"634",31,8,50002
"635",32,8,50002
"636",33,8,50002
"637",34,8,50002
"638",35,8,50002
"639",36,8,50002
"640",37,8,50002
"641",39,8,50002
"642",40,8,50002
"643",42,8,50002
"644",43,8,50002
"645",44,8,50002
"646",45,8,50002
"647",46,8,50002
"648",47,8,50002
"649",48,8,50002
"650",49,8,50002
"651",50,8,50002
"652",51,8,50002
"653",52,8,50002
"654",53,8,50002
"655",54,8,50002
"656",56,8,50002
"657",58,8,50002
"658",59,8,50002
"659",60,8,50002
"660",61,8,50002
"661",62,8,50002
"662",63,8,50002
"663",64,8,50002
"664",65,8,50002
"665",66,8,50002
"666",68,8,50002
"667",69,8,50002
"668",70,8,50002
"669",71,8,50002
"670",72,8,50002
"671",73,8,50002
"672",74,8,50002
"673",75,8,50002
"674",76,8,50002
"675",78,8,50002
"676",80,8,50002
"677",82,8,50002
"678",83,8,50002
"679",84,8,50002
"680",85,8,50002
"681",88,8,50002
"682",89,8,50002
"683",90,8,50002
"684",91,8,50002
"685",93,8,50002
"686",94,8,50002
"687",95,8,50002
"688",96,8,50002
"689",97,8,50002
"690",98,8,50002
"691",99,8,50002
"692",0,9,50002
"693",1,9,50002
"694",2,9,50002
"695",5,9,50002
"696",7,9,50002
"697",8,9,50002
"698",9,9,50002
"699",10,9,50002
"700",11,9,50002
"701",12,9,50002
"702",13,9,50002
"703",14,9,50002
"704",15,9,50002
"705",16,9,50002
"706",19,9,50002
"707",20,9,50002
"708",21,9,50002
"709",22,9,50002
"710",23,9,50002
"711",25,9,50002
"712",26,9,50002
"713",27,9,50002
"714",28,9,50002
"715",29,9,50002
"716",30,9,50002
"717",31,9,50002
"718",32,9,50002
"719",33,9,50002
"720",34,9,50002
"721",35,9,50002
"722",36,9,50002
"723",37,9,50002
"724",38,9,50002
"725",39,9,50002
"726",40,9,50002
"727",41,9,50002
"728",42,9,50002
"729",43,9,50002
"730",44,9,50002
"731",45,9,50002
"732",46,9,50002
"733",47,9,50002
"734",49,9,50002
"735",50,9,50002
"736",52,9,50002
"737",53,9,50002
"738",54,9,50002
"739",56,9,50002
"740",57,9,50002
"741",58,9,50002
"742",59,9,50002
"743",60,9,50002
"744",62,9,50002
"745",63,9,50002
"746",64,9,50002
"747",65,9,50002
"748",66,9,50002
"749",68,9,50002
"750",69,9,50002
"751",70,9,50002
"752",71,9,50002
"753",72,9,50002
"754",73,9,50002
"755",74,9,50002
"756",75,9,50002
"757",76,9,50002
"758",77,9,50002
"759",78,9,50002
"760",80,9,50002
"761",82,9,50002
"762",83,9,50002
"763",84,9,50002
"764",88,9,50002
"765",89,9,50002
"766",90,9,50002
"767",91,9,50002
"768",93,9,50002
"769",94,9,50002
"770",95,9,50002
"771",96,9,50002
"772",97,9,50002
"773",98,9,50002
"774",99,9,50002
"775",0,10,50002
"776",1,10,50002
"777",2,10,50002
"778",3,10,50002
"779",5,10,50002
"780",7,10,50002
"781",8,10,50002
"782",9,10,50002
"783",10,10,50002
"784",11,10,50002
"785",12,10,50002
"786",13,10,50002
"787",14,10,50002
"788",15,10,50002
"789",16,10,50002
"790",18,10,50002
"791",19,10,50002
"792",21,10,50002
"793",22,10,50002
"794",23,10,50002
"795",25,10,50002
"796",26,10,50002
"797",28,10,50002
"798",29,10,50002
"799",30,10,50002
"800",31,10,50002
"801",32,10,50002
"802",33,10,50002
"803",34,10,50002
"804",35,10,50002
"805",36,10,50002
"806",37,10,50002
"807",39,10,50002
"808",40,10,50002
"809",42,10,50002
"810",43,10,50002
"811",44,10,50002
"812",45,10,50002
"813",46,10,50002
"814",47,10,50002
"815",49,10,50002
"816",50,10,50002
"817",51,10,50002
"818",52,10,50002
"819",53,10,50002
"820",54,10,50002
"821",56,10,50002
"822",57,10,50002
"823",58,10,50002
"824",59,10,50002
"825",60,10,50002
"826",61,10,50002
"827",62,10,50002
"828",63,10,50002
"829",64,10,50002
"830",65,10,50002
"831",66,10,50002
"832",68,10,50002
"833",69,10,50002
"834",70,10,50002
"835",71,10,50002
"836",72,10,50002
"837",73,10,50002
"838",74,10,50002
"839",75,10,50002
"840",76,10,50002
"841",77,10,50002
"842",78,10,50002
"843",80,10,50002
"844",82,10,50002
"845",83,10,50002
"846",84,10,50002
"847",85,10,50002
"848",88,10,50002
"849",89,10,50002
"850",90,10,50002
"851",91,10,50002
"852",93,10,50002
"853",94,10,50002
"854",95,10,50002
"855",96,10,50002
"856",97,10,50002
"857",98,10,50002
"858",99,10,50002
"859",0,11,50002
"860",1,11,50002
"861",2,11,50002
"862",3,11,50002
"863",5,11,50002
"864",7,11,50002
"865",8,11,50002
"866",9,11,50002
"867",10,11,50002
"868",11,11,50002
"869",12,11,50002
"870",13,11,50002
"871",14,11,50002
"872",15,11,50002
"873",16,11,50002
"874",19,11,50002
"875",20,11,50002
"876",21,11,50002
"877",22,11,50002
"878",23,11,50002
"879",24,11,50002
"880",25,11,50002
"881",26,11,50002
"882",28,11,50002
"883",29,11,50002
"884",30,11,50002
"885",31,11,50002
"886",32,11,50002
"887",33,11,50002
"888",34,11,50002
"889",35,11,50002
"890",36,11,50002
"891",37,11,50002
"892",40,11,50002
"893",41,11,50002
"894",42,11,50002
"895",43,11,50002
"896",44,11,50002
"897",45,11,50002
"898",46,11,50002
"899",47,11,50002
"900",48,11,50002
"901",49,11,50002
"902",50,11,50002
"903",51,11,50002
"904",52,11,50002
"905",53,11,50002
"906",54,11,50002
"907",56,11,50002
"908",57,11,50002
"909",58,11,50002
"910",59,11,50002
"911",60,11,50002
"912",61,11,50002
"913",62,11,50002
"914",63,11,50002
"915",64,11,50002
"916",65,11,50002
"917",66,11,50002
"918",68,11,50002
"919",69,11,50002
"920",70,11,50002
"921",71,11,50002
"922",72,11,50002
"923",73,11,50002
"924",74,11,50002
"925",75,11,50002
"926",76,11,50002
"927",77,11,50002
"928",78,11,50002
"929",80,11,50002
"930",82,11,50002
"931",83,11,50002
"932",84,11,50002
"933",88,11,50002
"934",89,11,50002
"935",90,11,50002
"936",91,11,50002
"937",93,11,50002
"938",94,11,50002
"939",95,11,50002
"940",96,11,50002
"941",97,11,50002
"942",98,11,50002
"943",99,11,50002
"944",0,12,50002
"945",1,12,50002
